ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID...7,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,Ex_ID...65,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnCVR,lnCVR_var,lnCVR_unstd
es200,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex003,,out001,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,NH-NoPAS/FST-NoPAS_,NH+PAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST+PAS,No,,8,8,117.333,11.333,32.056,,123,11.667,32.998,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,-0.047168309,0.018326673,0.0182057291201472,0.16118381620277078,-0.0182057291201472
es201,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex001,,out002,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Concurrent,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,NH-NoPAS/FST-NoPAS_,NH-NoPAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH-NoPAS/FST+PAS,No,,8,8,15.546,1.261,3.565,,14.202,1.639,4.635,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.090420571,0.019887485,-0.3528927161996853,0.16274462738302253,0.3528927161996853
es202,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex002,,out002,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,NH-NoPAS/FST-NoPAS_,NH+PAS/FST-NoPAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST-NoPAS,No,,8,8,15.546,1.261,3.565,,13.95,1.176,3.328,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.108323863,0.013687661,-0.039531331633356065,0.15654480392849857,0.039531331633356065
es203,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex003,,out002,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,NH-NoPAS/FST-NoPAS_,NH+PAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST+PAS,No,,8,8,15.546,1.261,3.565,,14.79,1.218,3.446,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.049852094,0.013359275,-0.015902178324798316,0.15621641780963264,0.015902178324798316
es204,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex001,,out003,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Concurrent,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,NH-NoPAS/FST-NoPAS_,NH-NoPAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH-NoPAS/FST+PAS,Yes,,8,8,58.892,8.19,23.166,,35.101,4.29,12.134,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,-0.517475638,0.034279455,-0.12919861908136301,0.1771365973681833,-0.12919861908136301
es205,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex002,,out003,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,NH-NoPAS/FST-NoPAS_,NH+PAS/FST-NoPAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST-NoPAS,Yes,,8,8,58.892,8.19,23.166,,62.012,8.97,25.372,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.051622657,0.040267036,0.03933786056054275,0.18312417888232072,0.03933786056054275
es206,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex003,,out003,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,NH-NoPAS/FST-NoPAS_,NH+PAS/FST+PAS,NH-NoPAS/FST-NoPAS_NH+PAS/FST+PAS,Yes,,8,8,58.892,8.19,23.166,,62.793,5.07,14.341,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.064138344,0.025861899,-0.543701463053236,0.1687190419747445,-0.543701463053236
es207,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex004,,out004,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Concurrent,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,ENR-NoPAS/FST-NoPAS_,ENR-NoPAS/FST+PAS,ENR-NoPAS/FST-NoPAS_ENR-NoPAS/FST+PAS,No,,8,8,104.667,15,42.426,,94.667,14.333,40.541,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.100418411,0.04346243,-0.05497083719982018,0.1863195730424852,0.05497083719982018
es208,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex005,,out004,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,ENR-NoPAS/FST-NoPAS_,ENR+PAS/FST-NoPAS,ENR-NoPAS/FST-NoPAS_ENR+PAS/FST-NoPAS,No,,8,8,104.667,15,42.426,,99.5,23,65.054,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.050626238,0.073971117,-0.4780825501623984,0.21682826012352702,0.4780825501623984
es209,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex006,,out004,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,dark phase,2,Figure 3,Flores_2018_fig_3a,ENR-NoPAS/FST-NoPAS_,ENR+PAS/FST+PAS,ENR-NoPAS/FST-NoPAS_ENR+PAS/FST+PAS,No,,8,7,104.667,15,42.426,,33,8,21.166,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,1.15427632,0.079307289,-0.47081582120810395,0.23406919364603318,0.47081582120810395
es210,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex004,,out005,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Concurrent,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,ENR-NoPAS/FST-NoPAS_,ENR-NoPAS/FST+PAS,ENR-NoPAS/FST-NoPAS_ENR-NoPAS/FST+PAS,No,,8,8,11.261,2.059,5.823,,19.706,1.597,4.516,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,-0.559577729,0.039988118,0.8137666757529617,0.1828452610080607,-0.8137666757529617
es211,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex005,,out005,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,ENR-NoPAS/FST-NoPAS_,ENR+PAS/FST-NoPAS,ENR-NoPAS/FST-NoPAS_ENR+PAS/FST-NoPAS,No,,8,8,11.261,2.059,5.823,,7.983,1.471,4.159,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.344031148,0.067351119,-0.007490215957018237,0.21020826159359915,0.007490215957018237
es212,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex006,,out005,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility episodes,count,N/A,dark phase,2,Figure 3,Flores_2018_fig_3b,ENR-NoPAS/FST-NoPAS_,ENR+PAS/FST+PAS,ENR-NoPAS/FST-NoPAS_ENR+PAS/FST+PAS,No,,8,7,11.261,2.059,5.823,,5.504,1.134,3.001,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.715870328,0.075892822,-0.06490506359185497,0.2306547269778634,0.06490506359185497
es213,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex004,,out006,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Concurrent,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,ENR-NoPAS/FST-NoPAS_,ENR-NoPAS/FST+PAS,ENR-NoPAS/FST-NoPAS_ENR-NoPAS/FST+PAS,Yes,,8,8,79.173,10.14,28.681,,31.201,8.58,24.269,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,-0.931185186,0.092030776,0.7641501191540507,0.2348879184448499,0.7641501191540507
es214,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex005,,out006,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,ENR-NoPAS/FST-NoPAS_,ENR+PAS/FST-NoPAS,ENR-NoPAS/FST-NoPAS_ENR+PAS/FST-NoPAS,Yes,,8,8,79.173,10.14,28.681,,49.922,14.821,41.919,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,-0.461173544,0.104538692,0.8406778463849367,0.24739583440621904,0.8406778463849367
es215,Exposure to Patterned Auditory Stimuli during Acute Stress Prevents Despair-Like Behavior in Adult Mice That Were Previously Housed in an Enriched Environment in Combination with Auditory Stimuli,10.1155/2018/8205245,Neural Plasticity,Flores_2018_NP,2018,ex006,,out006,,Mus musculus,Mouse,BALB/c,Male,Adult,8-10 months,Adult,,Factorial,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.82,"daily average, incremental rate of exposure from 9 min at day one to 90 min at day 35",35,,Medium,dark phase,classical,Mozart,Western Art Music / Orchestral,60-80,19485,2,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Latency,time,s,dark phase,2,Figure 3,Flores_2018_fig_3c,ENR-NoPAS/FST-NoPAS_,ENR+PAS/FST+PAS,ENR-NoPAS/FST-NoPAS_ENR+PAS/FST+PAS,Yes,,8,7,79.173,10.14,28.681,,148.986,41.732,110.412,,,No,,Yes,Yes,not reported,No,,No,,3,7,Flores_2018_NP_Ex-ID,0.63221701,0.094862946,0.7276716926732709,0.2496248508026851,0.7276716926732709
es220,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex001,,out002,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Light,,Mixed,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 1,Cheng_2024_fig_1C,CUMS_,light,CUMS_light,No,,11,11,128.417,16.187,53.686,,56.475,11.151,36.984,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,0.821484719,0.054875803,-0.4488178456880044,0.15487580322923195,0.4488178456880044
es221,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex002,,out002,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,classical,,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 1,Cheng_2024_fig_1C,CUMS_,Classical,CUMS_Classical,No,,11,11,128.417,16.187,53.686,,55.755,12.95,42.949,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,0.834315689,0.069832882,-0.6111767942109575,0.16983288180985046,0.6111767942109575
es222,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex003,,out002,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Atonal,,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 1,Cheng_2024_fig_1C,CUMS_,Atonal,CUMS_Atonal,No,,11,11,128.417,16.187,53.686,,93.165,11.151,36.984,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,0.320910667,0.030214704,0.051756206637304694,0.13021470397044427,-0.051756206637304694
es223,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex004,,out002,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Rock,,Popular Contemporary Music,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Depression,Forced Swim Test (FST),,Immobility,time,s,Not reported,1,Figure 1,Cheng_2024_fig_1C,CUMS_,ROCK,CUMS_ROCK,No,,11,11,128.417,16.187,53.686,,111.511,16.906,56.072,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,0.141159541,0.038874585,-0.18464385981153292,0.13887458479300946,0.18464385981153292
es224,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex001,,out003,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Light,,Mixed,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Center crossings,count,N/A,Not reported,1,Figure 1,Cheng_2024_fig_1D,CUMS_,light,CUMS_light,Yes,,11,11,44.668,7.197,23.869,,38.488,6.258,20.756,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,-0.148910857,0.052397623,0.00916567280898932,0.15239762324310618,0.00916567280898932
es225,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex002,,out003,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,classical,,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Center crossings,count,N/A,Not reported,1,Figure 1,Cheng_2024_fig_1D,CUMS_,Classical,CUMS_Classical,Yes,,11,11,44.668,7.197,23.869,,40.756,5.867,19.459,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,-0.091654293,0.046682291,-0.11261656443537145,0.14668229065042043,-0.11261656443537145
es226,Light and classical music therapies attenuate chronic unpredictable mild stress-induced depression via BDNF signaling pathway in mice,10.1016/j.heliyon.2024.e34196,Heliyon,Cheng_2024_HLYN,2024,ex003,,out003,,Mus musculus,Mouse,ICR,Male,Young adult,12 weeks,Young adult,16 weeks,Factorial,,Independent,Yes,CUMS,Induced,Chronic Unpredictable Mild Stress,,Young adult,,56,,None,,Before,,Single trial,,2,,28,,Short,dark phase,Atonal,,Western Art Music / Orchestral,Not reported,Not reported,0,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Center crossings,count,N/A,Not reported,1,Figure 1,Cheng_2024_fig_1D,CUMS_,Atonal,CUMS_Atonal,Yes,,11,11,44.668,7.197,23.869,,47.405,7.275,24.129,,,No,,No,Yes,not reported,No,,No,,2,3,Cheng_2024_HLYN_Ex-ID,0.059470347,0.049511224,-0.04863645607923224,0.14951122371976233,-0.04863645607923224
